cve_period,cve_instit,tipo_instit,cve_situac,saldo,monto_linea,num_creds
201601,040002,OTROS,1,22215671382.00,49001946070.00,32
201601,040002,S.A. DE C.V.,1,4281557390.00,12689562293.00,23
201601,040002,SOFOM ENR,1,6788838289.00,25785820734.00,78
201601,040002,SOFOM ENR,2,2620368.00,2578000.00,1
201601,040002,SOFOM ER (Banco),1,67425592564.00,1050000000000.00,18
201601,040002,SOFOM ER (Deuda),1,12983812638.00,41233635960.00,18
201601,040002,SOFOM ER (GF),1,187585757.00,107230174135.00,78
201601,040002,UNIÓN DE CRÉDITO,1,742684081.00,52204222254.00,249
201601,040012,ALMACENADORA,1,92134964.00,209299850.00,6
201601,040012,OTROS,1,7454297895.00,12376023428.00,113
201601,040012,S.A. DE C.V.,1,10220737874.00,13279294358.00,227
201601,040012,S.A. DE C.V.,2,38660.00,21108.00,1
201601,040012,SOCAP,1,0.00,6000000.00,1
201601,040012,SOFOM ENR,1,3011306534.00,4891095194.00,862
201601,040012,SOFOM ENR,2,515125791.00,463359272.00,11
201601,040012,SOFOM ER (Banco),1,311190319.00,550000000.00,12
201601,040012,SOFOM ER (Banco),2,7500.00,7500.00,1
201601,040012,SOFOM ER (Deuda),1,5740420098.00,6982643460.00,64
201601,040012,SOFOM ER (GF),1,1383366714.00,2607456769.00,9
201601,040012,UNIÓN DE CRÉDITO,1,395749304.00,549553669.00,72
201601,040014,ALMACENADORA,1,34090128.00,79118028.00,21
201601,040014,OTROS,1,6998411048.00,9308493535.00,51
201601,040014,OTROS,2,77253949.00,86092681.00,5
201601,040014,S.A. DE C.V.,1,6771057831.00,10787401098.00,52
201601,040014,S.A. DE C.V.,2,1753071228.00,878912045.00,3
201601,040014,SOFOM ENR,1,23076736138.00,28793216651.00,91
201601,040014,SOFOM ENR,2,457897224.00,440700594.00,10
201601,040014,SOFOM ER (Banco),1,42320529204.00,84426576499.00,14
201601,040014,SOFOM ER (Deuda),1,172139593.00,210000000.00,4
201601,040014,UNIÓN DE CRÉDITO,1,77102933.00,238490680.00,14
201601,040021,ALMACENADORA,1,2347603.00,2499999.00,1
201601,040021,OTROS,1,188095562.00,15026166990.00,6
201601,040021,S.A. DE C.V.,1,3841639930.00,6330201194.00,42
201601,040021,SOFOM ENR,1,4376826842.00,4866896887.00,16
201601,040021,SOFOM ENR,2,642817313.00,664443288.00,9
201601,040021,SOFOM ER (Deuda),1,4237597144.00,6367760629.00,123
201601,040021,UNIÓN DE CRÉDITO,1,1352474435.00,1973145201.00,214
201601,040030,ALMACENADORA,1,5407491.00,31382000.00,2
201601,040030,OTROS,1,293277751.00,2005296934.00,79
201601,040030,S.A. DE C.V.,1,1003942880.00,10587103101.00,261
201601,040030,S.A. DE C.V.,2,9320024.00,200000000.00,4
201601,040030,SOCAP,1,43827308.00,860897940.00,49
201601,040030,SOFIPO,1,10977912.00,359000000.00,24
201601,040030,SOFOM ENR,1,1769384100.00,26349614416.00,1035
201601,040030,SOFOM ENR,2,1333953.00,1670000.00,1
201601,040030,SOFOM ER (Banco),1,1883357271.00,348343488196.00,271
201601,040030,SOFOM ER (Deuda),1,1436574581.00,5745448277.00,47
201601,040030,SOFOM ER (GF),1,601668230.00,1400000000.00,2
201601,040030,UNIÓN DE CRÉDITO,1,1150714866.00,4764794579.00,61
201601,040036,OTROS,1,837590018.00,7627822000.00,7
201601,040036,S.A. DE C.V.,1,1073883640.00,3434301031.00,45
201601,040036,SOFOM ENR,1,707630896.00,1034444983.00,25
201601,040036,SOFOM ENR,2,1202209827.00,1171549104.00,3
201601,040036,SOFOM ER (Banco),1,10133034190.00,33978135996.00,18
201601,040036,SOFOM ER (Deuda),1,2640585436.00,35631118788.00,22
201601,040036,SOFOM ER (GF),1,212004799.00,413000000.00,2
201601,040036,UNIÓN DE CRÉDITO,1,59714660.00,9260187953.00,26
201601,040037,OTROS,1,41386969.00,1140000000.00,5
201601,040037,S.A. DE C.V.,1,320884165.00,533014298.00,5
201601,040037,SOFOM ENR,1,2279596277.00,4583846910.00,23
201601,040042,OTROS,2,1163728.00,2000000.00,2
201601,040042,S.A. DE C.V.,1,103164905.00,210000000.00,3
201601,040042,SOFOM ENR,1,253025048.00,397000000.00,11
201601,040042,SOFOM ENR,2,9488928.00,21500000.00,3
201601,040042,SOFOM ER (Deuda),1,131814365.00,150000000.00,3
201601,040042,SOFOM ER (GF),1,200380205.00,1472000000.00,2
201601,040044,ALMACENADORA,1,45710521.00,65000000.00,2
201601,040044,OTROS,1,2130842380.00,4030860000.00,8
201601,040044,S.A. DE C.V.,1,4828191661.00,3480000000.00,9
201601,040044,S.A. DE C.V.,2,107693168.00,1703348000.00,4
201601,040044,SOFOM ENR,1,1124374492.00,1310000000.00,24
201601,040044,SOFOM ER (Deuda),1,11032010243.00,9435000000.00,11
201601,040044,SOFOM ER (GF),1,3307763592.00,4320000000.00,3
201601,040044,UNIÓN DE CRÉDITO,1,497695896.00,1600000000.00,10
201601,040058,OTROS,1,158957409.00,191083175.00,6
201601,040058,S.A. DE C.V.,1,295532532.00,415019076.00,43
201601,040058,SOFOM ENR,1,2376239800.00,104511147488.00,83
201601,040058,SOFOM ER (Banco),1,3584637549.00,81533341071.00,4
201601,040058,SOFOM ER (Deuda),1,519679532.00,435000000.00,3
201601,040058,SOFOM ER (GF),1,370720850.00,2050000000.00,3
201601,040058,UNIÓN DE CRÉDITO,1,20096599.00,55349000.00,5
201601,040059,OTROS,1,142285364.00,250150000.00,7
201601,040059,S.A. DE C.V.,1,728128494.00,1286238611.00,19
201601,040059,SOFIPO,1,40522600.00,55000000.00,2
201601,040059,SOFOM ENR,1,749620039.00,1654292095.00,35
201601,040059,SOFOM ER (Deuda),1,339519795.00,646000000.00,6
201601,040059,UNIÓN DE CRÉDITO,1,14553731.00,15000000.00,1
201601,040060,S.A. DE C.V.,1,16440324.00,24000000.00,3
201601,040060,SOCAP,1,2187754.00,50000000.00,2
201601,040060,SOFOM ENR,1,38731932.00,113935316.00,10
201601,040060,SOFOM ER (Deuda),1,24956836.00,37000000.00,3
201601,040062,OTROS,1,31624.00,580000.00,2
201601,040062,S.A. DE C.V.,1,10025074.00,40040000.00,4
201601,040062,SOFIPO,1,18333320.00,20000000.00,1
201601,040062,SOFOM ENR,1,48742028.00,277600000.00,20
201601,040062,SOFOM ER (Deuda),1,6041635.00,10000000.00,1
201601,040072,ALMACENADORA,1,307271484.00,648187501.00,21
201601,040072,OTROS,1,36803594.00,45574391.00,7
201601,040072,S.A. DE C.V.,1,858462651.00,1472726130.00,37
201601,040072,S.A. DE C.V.,2,865766.00,1250000.00,1
201601,040072,SOCAP,1,60935195.00,64482166.00,93
201601,040072,SOFOM ENR,1,19688467480.00,34723114946.00,571
201601,040072,SOFOM ENR,2,4432901.00,14792293.00,16
201601,040072,SOFOM ER (Deuda),1,1063939053.00,1537692911.00,35
201601,040072,SOFOM ER (GF),1,14418498743.00,21099502214.00,394
201601,040072,UNIÓN DE CRÉDITO,1,144502451.00,213022501.00,72
201601,040102,OTROS,1,20312436.00,20000000.00,1
201601,040102,S.A. DE C.V.,1,68965942.00,50000000.00,2
201601,040102,SOFIPO,1,18099401.00,10000000.00,1
201601,040102,SOFOM ENR,1,70564598.00,100000000.00,7
201601,040102,SOFOM ER (Deuda),1,16395648.00,45000000.00,1
201601,040106,OTROS,1,178192718.00,413276888.00,3
201601,040108,S.A. DE C.V.,1,500725219.00,500000000.00,1
201601,040108,SOFOM ER (Deuda),1,300490548.00,300000000.00,1
201601,040112,ALMACENADORA,1,90167681.00,1749400000.00,5
201601,040112,OTROS,1,155251185.00,323914500.00,3
201601,040112,S.A. DE C.V.,1,437378129.00,580065526.00,4
201601,040112,SOFOM ENR,1,84252648.00,470458526.00,16
201601,040112,SOFOM ER (Deuda),1,779836316.00,1329454780.00,16
201601,040112,SOFOM ER (GF),1,115169857.00,984537500.00,4
201601,040113,OTROS,1,400829335.00,790000000.00,4
201601,040113,S.A. DE C.V.,1,334648580.00,672112199.00,21
201601,040113,S.A. DE C.V.,2,11961018.00,80000000.00,1
201601,040113,SOCAP,1,76910600.00,265812587.00,26
201601,040113,SOFIPO,1,7257304.00,44994800.00,5
201601,040113,SOFOM ENR,1,1050848834.00,1643653936.00,75
201601,040113,SOFOM ENR,2,194727.00,3000000.00,3
201601,040113,SOFOM ER (Deuda),1,636737524.00,1242059000.00,17
201601,040113,SOFOM ER (GF),1,1099792649.00,1549804994.00,6
201601,040113,UNIÓN DE CRÉDITO,1,378770020.00,762500000.00,22
201601,040127,OTROS,1,6055810080.00,10295242555.00,10
201601,040127,S.A. DE C.V.,1,671587087.00,697576612.00,3
201601,040127,SOFOM ENR,1,623306815.00,1153928390.00,3
201601,040128,S.A. DE C.V.,1,10029379.00,10000000.00,1
201601,040128,SOFOM ENR,1,75085625.00,95000000.00,3
201601,040128,SOFOM ER (Deuda),1,4172389.00,50000000.00,1
201601,040128,UNIÓN DE CRÉDITO,1,11029527.00,20000000.00,3
201601,040131,S.A. DE C.V.,1,50679105.00,50000000.00,3
201601,040131,SOFOM ENR,1,92831010.00,160801517.00,18
201601,040131,SOFOM ER (Deuda),1,84492440.00,198209584.00,4
201601,040132,ALMACENADORA,1,12780104.00,90000000.00,3
201601,040132,OTROS,1,28240223.00,35000000.00,1
201601,040132,S.A. DE C.V.,1,136662618.00,1400000000.00,7
201601,040132,SOCAP,1,16992960.00,777921447.00,24
201601,040132,SOFOM ENR,1,552033614.00,10601551639.00,126
201601,040132,SOFOM ENR,2,19199457.00,77000000.00,12
201601,040132,SOFOM ER (Deuda),1,243493944.00,350000000.00,4
201601,040132,UNIÓN DE CRÉDITO,1,92414539.00,300000000.00,3
201601,040133,OTROS,1,32916601.00,32916601.00,1
201601,040133,S.A. DE C.V.,1,830280403.00,1077500864.00,24
201601,040133,SOFOM ENR,1,119253315.00,128865931.00,10
201601,040133,SOFOM ENR,2,4241816.00,4363011.00,1
201601,040133,SOFOM ER (Deuda),1,339187019.00,374000000.00,4
201601,040136,OTROS,1,758311.00,917601100.00,6
201601,040136,S.A. DE C.V.,1,61733192.00,75000000.00,1
201601,040136,SOFOM ENR,1,80220360.00,290095000.00,6
201601,040136,SOFOM ER (Deuda),1,119131090.00,118500000.00,2
201601,040137,OTROS,1,300565542.00,300000000.00,1
201601,040138,SOFIPO,1,8707865.00,10000000.00,1
201601,040138,SOFOM ENR,1,545224800.00,790273392.00,114
201601,040138,SOFOM ER (Deuda),1,98159450.00,136000000.00,6
201601,040143,S.A. DE C.V.,1,656024006.00,919200000.00,9
201601,040143,SOFOM ENR,1,644951481.00,1442976195.00,18
201601,040143,SOFOM ER (Banco),1,168103787.00,900000000.00,1
201601,040143,SOFOM ER (Deuda),1,46461470.00,100000000.00,2
201601,040145,S.A. DE C.V.,1,7040575.00,10000000.00,1
201601,040145,SOFOM ENR,1,127608354.00,136358000.00,3
201601,040147,S.A. DE C.V.,1,8784757.00,9037196.00,2
201601,040147,SOFOM ENR,1,103794805.00,110000000.00,6
201601,040147,SOFOM ER (Deuda),1,37499051.00,50000000.00,1
201601,040150,SOFOM ENR,1,8909833.00,10000000.00,2
201601,040150,SOFOM ER (Deuda),1,30321065.00,30000000.00,1
201601,040152,S.A. DE C.V.,1,66224776.00,69500000.00,4
201601,040152,SOFIPO,1,37389928.00,71989928.00,6
201601,040152,SOFOM ENR,1,212681345.00,240000000.00,15
201601,040152,SOFOM ER (Banco),1,33718504.00,26714536.00,1
201601,040152,SOFOM ER (Deuda),1,20031234.00,20000000.00,1
201602,040002,OTROS,1,10273247389.00,41380123867.00,29
201602,040002,S.A. DE C.V.,1,4413652080.00,15617672933.00,25
201602,040002,SOFOM ENR,1,6725149207.00,25832091873.00,86
201602,040002,SOFOM ER (Banco),1,66434151814.00,1050000000000.00,18
201602,040002,SOFOM ER (Deuda),1,15710789515.00,60200013830.00,20
201602,040002,SOFOM ER (GF),1,168199219.00,105400022135.00,76
201602,040002,UNIÓN DE CRÉDITO,1,746099947.00,55476942922.00,245
201602,040012,ALMACENADORA,1,250734343.00,325491650.00,7
201602,040012,OTROS,1,5748531437.00,11041745021.00,96
201602,040012,S.A. DE C.V.,1,10142144278.00,14420104901.00,226
201602,040012,S.A. DE C.V.,2,249881.00,21108.00,1
201602,040012,SOCAP,1,1171197.00,6000000.00,1
201602,040012,SOFOM ENR,1,2924819067.00,4529145058.00,853
201602,040012,SOFOM ENR,2,515127655.00,463361136.00,12
201602,040012,SOFOM ER (Banco),1,273791999.00,530000000.00,11
201602,040012,SOFOM ER (Banco),2,0.00,7500.00,1
201602,040012,SOFOM ER (Deuda),1,6226680492.00,7441634690.00,67
201602,040012,SOFOM ER (GF),1,1366297382.00,2878667594.00,9
201602,040012,UNIÓN DE CRÉDITO,1,372885270.00,538266402.00,69
201602,040014,ALMACENADORA,1,31508766.00,70529900.00,18
201602,040014,OTROS,1,5995486710.00,8720005097.00,47
201602,040014,OTROS,2,65937334.00,65937334.00,2
201602,040014,S.A. DE C.V.,1,6721895081.00,10743926598.00,53
201602,040014,S.A. DE C.V.,2,1744254560.00,878912045.00,3
201602,040014,SOFOM ENR,1,22244620761.00,28822633076.00,92
201602,040014,SOFOM ENR,2,458778678.00,441700594.00,11
201602,040014,SOFOM ER (Banco),1,42494232317.00,84213287644.00,15
201602,040014,SOFOM ER (Deuda),1,200226750.00,250000000.00,6
201602,040014,UNIÓN DE CRÉDITO,1,98353731.00,99492080.00,14
201602,040021,ALMACENADORA,1,2498469.00,2499999.00,1
201602,040021,ALMACENADORA,2,895.00,35000.00,1
201602,040021,OTROS,1,18976703.00,15037488495.00,214
201602,040021,OTROS,2,4573.00,1000000.00,1
201602,040021,S.A. DE C.V.,1,3661174464.00,6348258901.00,42
201602,040021,SOFOM ENR,1,4373818939.00,4804396887.00,15
201602,040021,SOFOM ENR,2,642817889.00,664518288.00,10
201602,040021,SOFOM ER (Deuda),1,3622307445.00,6969174411.00,121
201602,040021,UNIÓN DE CRÉDITO,1,1222466915.00,2011786901.00,204
201602,040030,ALMACENADORA,1,5023748.00,31382000.00,2
201602,040030,OTROS,1,297588237.00,3024995446.00,86
201602,040030,S.A. DE C.V.,1,1145370224.00,10079461573.00,261
201602,040030,S.A. DE C.V.,2,9320024.00,200000000.00,4
201602,040030,SOCAP,1,31547639.00,618997940.00,40
201602,040030,SOFIPO,1,10441307.00,345000000.00,23
201602,040030,SOFOM ENR,1,1717748352.00,26531417525.00,1025
201602,040030,SOFOM ENR,2,1202574.00,1670000.00,1
201602,040030,SOFOM ER (Banco),1,1802316200.00,359075241071.00,270
201602,040030,SOFOM ER (Deuda),1,1428846966.00,5810448277.00,48
201602,040030,SOFOM ER (GF),1,601747989.00,1400000000.00,2
201602,040030,UNIÓN DE CRÉDITO,1,1158745588.00,5094294579.00,68
201602,040036,OTROS,1,837202481.00,6627822000.00,6
201602,040036,S.A. DE C.V.,1,974606639.00,4120321031.00,47
201602,040036,SOFOM ENR,1,687422754.00,1036444983.00,26
201602,040036,SOFOM ENR,2,1202199827.00,1171430841.00,2
201602,040036,SOFOM ER (Banco),1,10171265020.00,49036726096.00,18
201602,040036,SOFOM ER (Deuda),1,2638069920.00,34631118788.00,21
201602,040036,SOFOM ER (GF),1,211944820.00,413000000.00,2
201602,040036,UNIÓN DE CRÉDITO,1,52795130.00,9260187953.00,26
201602,040037,OTROS,1,250368749.00,1110000000.00,4
201602,040037,S.A. DE C.V.,1,233162836.00,533014298.00,5
201602,040037,SOFOM ENR,1,1526698522.00,2940356843.00,22
201602,040042,OTROS,2,1162477.00,2000000.00,2
201602,040042,S.A. DE C.V.,1,97532374.00,110000000.00,2
201602,040042,SOFOM ENR,1,213313249.00,348000000.00,7
201602,040042,SOFOM ENR,2,9488928.00,21500000.00,3
201602,040042,SOFOM ER (Deuda),1,80279576.00,150000000.00,3
201602,040042,SOFOM ER (GF),1,265899583.00,1472000000.00,2
201602,040044,ALMACENADORA,1,44820466.00,65000000.00,2
201602,040044,OTROS,1,2092877806.00,3810860000.00,8
201602,040044,S.A. DE C.V.,1,4394920154.00,3480000000.00,9
201602,040044,S.A. DE C.V.,2,107561513.00,1703348000.00,4
201602,040044,SOFOM ENR,1,1118742197.00,1310000000.00,24
201602,040044,SOFOM ER (Deuda),1,11309886152.00,9435000000.00,11
201602,040044,SOFOM ER (GF),1,3236419771.00,4320000000.00,3
201602,040044,UNIÓN DE CRÉDITO,1,523414780.00,1600000000.00,10
201602,040058,OTROS,1,108252938.00,191083175.00,6
201602,040058,S.A. DE C.V.,1,282826962.00,410019076.00,42
201602,040058,SOFOM ENR,1,2307069798.00,104496592661.00,82
201602,040058,SOFOM ER (Banco),1,3376590063.00,149453265569.00,4
201602,040058,SOFOM ER (Deuda),1,519088723.00,435000000.00,3
201602,040058,SOFOM ER (GF),1,357311051.00,2050000000.00,3
201602,040058,UNIÓN DE CRÉDITO,1,20000350.00,20349000.00,3
201602,040059,OTROS,1,141812569.00,250150000.00,7
201602,040059,S.A. DE C.V.,1,716968473.00,1286238611.00,19
201602,040059,SOFIPO,1,62826493.00,115000000.00,3
201602,040059,SOFOM ENR,1,725510120.00,1659292095.00,35
201602,040059,SOFOM ER (Deuda),1,318557167.00,446000000.00,5
201602,040059,UNIÓN DE CRÉDITO,1,13043360.00,15000000.00,1
201602,040060,S.A. DE C.V.,1,16113543.00,24000000.00,3
201602,040060,SOCAP,1,2175505.00,50000000.00,2
201602,040060,SOFOM ENR,1,37864015.00,153935316.00,14
201602,040060,SOFOM ER (Deuda),1,24309609.00,37000000.00,3
201602,040062,OTROS,1,17736.00,580000.00,2
201602,040062,S.A. DE C.V.,1,12457468.00,40040000.00,4
201602,040062,SOFIPO,1,17916650.00,20000000.00,1
201602,040062,SOFOM ENR,1,50389696.00,300600000.00,22
201602,040062,SOFOM ER (Deuda),1,5833300.00,10000000.00,1
201602,040072,ALMACENADORA,1,102858965.00,649395674.00,22
201602,040072,OTROS,1,35143847.00,47820891.00,10
201602,040072,S.A. DE C.V.,1,513661794.00,1477321986.00,56
201602,040072,S.A. DE C.V.,2,865766.00,1250000.00,1
201602,040072,SOCAP,1,57741631.00,66162166.00,100
201602,040072,SOFOM ENR,1,20742289806.00,37053049819.00,587
201602,040072,SOFOM ENR,2,4432901.00,14792293.00,16
201602,040072,SOFOM ER (Deuda),1,660480148.00,1265826404.00,36
201602,040072,SOFOM ER (GF),1,14905198241.00,22918145398.00,391
201602,040072,UNIÓN DE CRÉDITO,1,75464536.00,196733230.00,72
201602,040102,OTROS,1,20264159.00,20000000.00,1
201602,040102,S.A. DE C.V.,1,70372792.00,54000000.00,3
201602,040102,SOFIPO,1,18081121.00,10000000.00,1
201602,040102,SOFOM ENR,1,69435310.00,100000000.00,7
201602,040102,SOFOM ER (Deuda),1,16385811.00,45000000.00,1
201602,040106,OTROS,1,7131329.00,335657760.00,2
201602,040108,S.A. DE C.V.,1,500701667.00,500000000.00,1
201602,040108,SOFOM ER (Deuda),1,300489802.00,300000000.00,1
201602,040112,ALMACENADORA,1,76056295.00,1434754000.00,4
201602,040112,OTROS,1,148348881.00,323914500.00,3
201602,040112,S.A. DE C.V.,1,434173629.00,880065526.00,5
201602,040112,SOFOM ENR,1,168255400.00,540458526.00,18
201602,040112,SOFOM ER (Deuda),1,821009599.00,1759454780.00,18
201602,040112,SOFOM ER (GF),1,146193324.00,1184537500.00,5
201602,040113,OTROS,1,283721688.00,790000000.00,4
201602,040113,S.A. DE C.V.,1,333934465.00,772112199.00,22
201602,040113,S.A. DE C.V.,2,11166894.00,80000000.00,1
201602,040113,SOCAP,1,70291645.00,205662287.00,23
201602,040113,SOFIPO,1,6132378.00,24994800.00,4
201602,040113,SOFOM ENR,1,1088521415.00,1518653936.00,72
201602,040113,SOFOM ENR,2,194727.00,3000000.00,3
201602,040113,SOFOM ER (Deuda),1,681764852.00,1242059000.00,17
201602,040113,SOFOM ER (GF),1,1097890588.00,1549804994.00,6
201602,040113,UNIÓN DE CRÉDITO,1,372555432.00,657500000.00,19
201602,040127,OTROS,1,5887617563.00,10538818555.00,10
201602,040127,S.A. DE C.V.,1,666697581.00,697576612.00,3
201602,040127,SOFOM ENR,1,814427660.00,1153928390.00,3
201602,040128,S.A. DE C.V.,1,10026783.00,10000000.00,1
201602,040128,SOFOM ENR,1,122889648.00,145000000.00,4
201602,040128,SOFOM ER (Deuda),1,2085527.00,50000000.00,1
201602,040128,UNIÓN DE CRÉDITO,1,24085065.00,36000000.00,4
201602,040131,S.A. DE C.V.,1,50520083.00,75000000.00,4
201602,040131,SOFOM ENR,1,292531399.00,364763880.00,20
201602,040131,SOFOM ER (Deuda),1,83059982.00,198209584.00,4
201602,040132,ALMACENADORA,1,23684353.00,120000000.00,4
201602,040132,OTROS,1,27322799.00,35000000.00,1
201602,040132,S.A. DE C.V.,1,153794876.00,1680000000.00,8
201602,040132,SOCAP,1,16646965.00,587921447.00,20
201602,040132,SOFOM ENR,1,541084325.00,10100801639.00,128
201602,040132,SOFOM ENR,2,19199457.00,77000000.00,12
201602,040132,SOFOM ER (Deuda),1,241485373.00,250000000.00,3
201602,040132,UNIÓN DE CRÉDITO,1,0.00,300000000.00,3
201602,040133,OTROS,1,0.00,32916601.00,1
201602,040133,S.A. DE C.V.,1,841374749.00,980000864.00,18
201602,040133,SOFOM ENR,1,128459805.00,143865931.00,11
201602,040133,SOFOM ENR,2,4241816.00,4363011.00,1
201602,040133,SOFOM ER (Deuda),1,336195829.00,374000000.00,4
201602,040136,OTROS,1,733291.00,3420000.00,4
201602,040136,S.A. DE C.V.,1,58999186.00,75000000.00,1
201602,040136,SOFOM ENR,1,77657576.00,290095000.00,6
201602,040136,SOFOM ER (Deuda),1,119091100.00,118500000.00,2
201602,040137,OTROS,1,300488611.00,300000000.00,1
201602,040138,SOFIPO,1,18506221.00,20000000.00,2
201602,040138,SOFOM ENR,1,550963082.00,846221540.00,119
201602,040138,SOFOM ER (Deuda),1,95440147.00,136000000.00,6
201602,040143,S.A. DE C.V.,1,667933654.00,939200000.00,10
201602,040143,SOFOM ENR,1,655362162.00,1322976195.00,18
201602,040143,SOFOM ER (Banco),1,200201690.00,500000000.00,1
201602,040143,SOFOM ER (Deuda),1,61222282.00,125000000.00,3
201602,040145,S.A. DE C.V.,1,7001449.00,10000000.00,1
201602,040145,SOFOM ENR,1,127692043.00,136358000.00,3
201602,040147,S.A. DE C.V.,1,10088442.00,19037196.00,3
201602,040147,SOFOM ENR,1,118194634.00,159500000.00,10
201602,040147,SOFOM ER (Deuda),1,36119402.00,50000000.00,1
201602,040150,SOFOM ENR,1,14803234.00,50000000.00,3
201602,040150,SOFOM ER (Deuda),1,30318598.00,30000000.00,1
201602,040152,S.A. DE C.V.,1,62622200.00,69500000.00,4
201602,040152,SOFIPO,1,37378408.00,55440928.00,5
201602,040152,SOFOM ENR,1,208655680.00,240000000.00,15
201602,040152,SOFOM ER (Banco),1,33305427.00,26714536.00,1
201602,040152,SOFOM ER (Deuda),1,20022310.00,20000000.00,1
201603,040002,OTROS,1,29405851798.00,52015320209.00,35
201603,040002,S.A. DE C.V.,1,5259486028.00,18633658966.00,27
201603,040002,SOFOM ENR,1,6778389355.00,25949020898.00,96
201603,040002,SOFOM ER (Banco),1,65675663811.00,1050000000000.00,18
201603,040002,SOFOM ER (Deuda),1,12038333516.00,78076308904.00,20
201603,040002,SOFOM ER (GF),1,156366208.00,105387389000.00,74
201603,040002,UNIÓN DE CRÉDITO,1,871843172.00,55081594222.00,246
201603,040012,ALMACENADORA,1,276213077.00,511322450.00,9
201603,040012,OTROS,1,5565632404.00,7911547234.00,96
201603,040012,S.A. DE C.V.,1,10249954245.00,14851191554.00,219
201603,040012,S.A. DE C.V.,2,2628630.00,2414557.00,2
201603,040012,SOCAP,1,3634.00,6000000.00,1
201603,040012,SOFOM ENR,1,3776233115.00,6064971607.00,848
201603,040012,SOFOM ENR,2,336526622.00,463361136.00,12
201603,040012,SOFOM ER (Banco),1,255885729.00,530000000.00,11
201603,040012,SOFOM ER (Banco),2,0.00,7500.00,1
201603,040012,SOFOM ER (Deuda),1,5979768554.00,7853959140.00,64
201603,040012,SOFOM ER (GF),1,584305189.00,2097865375.00,7
201603,040012,UNIÓN DE CRÉDITO,1,375815068.00,543696404.00,69
201603,040014,ALMACENADORA,1,30108026.00,67531965.00,15
201603,040014,OTROS,1,5938656961.00,7745964605.00,44
201603,040014,OTROS,2,65937334.00,65937334.00,2
201603,040014,S.A. DE C.V.,1,5277375482.00,9288926598.00,53
201603,040014,SOFIPO,1,5038333.00,5000000.00,1
201603,040014,SOFOM ENR,1,22040850397.00,27360799127.00,89
201603,040014,SOFOM ENR,2,295080742.00,440738187.00,10
201603,040014,SOFOM ER (Banco),1,42860574540.00,84560822386.00,14
201603,040014,SOFOM ER (Deuda),1,182020011.00,220000000.00,4
201603,040014,UNIÓN DE CRÉDITO,1,200328704.00,203876480.00,19
201603,040021,ALMACENADORA,1,2466165.00,2499999.00,1
201603,040021,ALMACENADORA,2,895.00,35000.00,1
201603,040021,OTROS,1,8322574.00,10540518495.00,246
201603,040021,S.A. DE C.V.,1,3974389366.00,6132599588.00,41
201603,040021,SOFOM ENR,1,4426712616.00,4839441419.00,17
201603,040021,SOFOM ENR,2,368170182.00,664518288.00,10
201603,040021,SOFOM ER (Deuda),1,4159467154.00,8470578907.00,130
201603,040021,UNIÓN DE CRÉDITO,1,1205734265.00,2083922092.00,186
201603,040030,ALMACENADORA,1,4643164.00,6382000.00,1
201603,040030,OTROS,1,299687964.00,3245778170.00,86
201603,040030,S.A. DE C.V.,1,1236038905.00,10674546573.00,267
201603,040030,S.A. DE C.V.,2,9320024.00,200000000.00,4
201603,040030,SOCAP,1,29631743.00,568997940.00,39
201603,040030,SOFIPO,1,10310804.00,330000000.00,22
201603,040030,SOFOM ENR,1,1806333337.00,27545872881.00,1072
201603,040030,SOFOM ENR,2,1137359.00,1670000.00,1
201603,040030,SOFOM ER (Banco),1,1909782377.00,361856054813.00,264
201603,040030,SOFOM ER (Deuda),1,1563300920.00,6160448277.00,52
201603,040030,SOFOM ER (GF),1,602194397.00,1400000000.00,2
201603,040030,UNIÓN DE CRÉDITO,1,1289078794.00,6166701162.00,75
201603,040036,OTROS,1,831967037.00,6323308819.00,7
201603,040036,S.A. DE C.V.,1,1053923744.00,2919363631.00,45
201603,040036,SOFOM ENR,1,664598407.00,1034309623.00,24
201603,040036,SOFOM ENR,2,1202199827.00,1171430841.00,2
201603,040036,SOFOM ER (Banco),1,11251731719.00,46802350946.00,19
201603,040036,SOFOM ER (Deuda),1,2638404069.00,32631118788.00,21
201603,040036,SOFOM ER (GF),1,212055555.00,624500000.00,3
201603,040036,UNIÓN DE CRÉDITO,1,50025555.00,8590126649.00,22
201603,040037,OTROS,1,219356595.00,1110000000.00,4
201603,040037,S.A. DE C.V.,1,227410961.00,533014298.00,5
201603,040037,SOFOM ENR,1,1384849871.00,2113509127.00,20
201603,040042,OTROS,2,1150651.00,2000000.00,2
201603,040042,S.A. DE C.V.,1,95043796.00,100000000.00,1
201603,040042,SOFOM ENR,1,205991263.00,308000000.00,6
201603,040042,SOFOM ENR,2,9488928.00,21500000.00,3
201603,040042,SOFOM ER (Deuda),1,111896934.00,150000000.00,3
201603,040042,SOFOM ER (GF),1,272143662.00,1472000000.00,2
201603,040044,ALMACENADORA,1,43974301.00,65000000.00,2
201603,040044,OTROS,1,2084884540.00,3444607000.00,8
201603,040044,S.A. DE C.V.,1,4354728794.00,2980000000.00,8
201603,040044,S.A. DE C.V.,2,106316899.00,1703348000.00,4
201603,040044,SOFOM ENR,1,1079186139.00,1310000000.00,24
201603,040044,SOFOM ER (Deuda),1,11459110701.00,9435000000.00,11
