cve_period,cve_instit,tipo_instit,cve_situac,saldo,monto_linea,num_creds
201605,040131,SOFOM ER (Deuda),1,78481704.00,198209584.00,4
201605,040132,ALMACENADORA,1,3351095.00,150000000.00,5
201605,040132,OTROS,1,24629481.00,35000000.00,1
201605,040132,S.A. DE C.V.,1,341716862.00,1220000000.00,5
201605,040132,SOCAP,1,26064353.00,647921447.00,21
201605,040132,SOFOM ENR,1,467043061.00,8329391081.00,94
201605,040132,SOFOM ENR,2,19199457.00,77000000.00,12
201605,040132,SOFOM ER (Deuda),1,339443203.00,350000000.00,4
201605,040132,UNIÓN DE CRÉDITO,1,90493398.00,100000000.00,1
201605,040133,OTROS,1,205024172.00,205015014.00,3
201605,040133,S.A. DE C.V.,1,728842146.00,1218000864.00,27
201605,040133,SOFOM ENR,1,165304689.00,198865931.00,13
201605,040133,SOFOM ENR,2,3757037.00,4363011.00,1
201605,040133,SOFOM ER (Deuda),1,352816199.00,353624000.00,4
201605,040136,OTROS,1,969154.00,3420000.00,4
201605,040136,S.A. DE C.V.,1,54229656.00,75000000.00,1
201605,040136,SOFOM ENR,1,129195041.00,369448400.00,8
201605,040136,SOFOM ER (Deuda),1,119141927.00,118500000.00,2
201605,040137,S.A. DE C.V.,1,30016079.00,30000000.00,1
201605,040138,SOFIPO,1,16864106.00,20000000.00,2
201605,040138,SOFOM ENR,1,529693899.00,756302087.00,106
201605,040138,SOFOM ENR,2,23680236.00,30334800.00,1
201605,040138,SOFOM ER (Deuda),1,107227564.00,156000000.00,6
201605,040140,SOFOM ENR,1,32202686.00,34200000.00,2
201605,040143,S.A. DE C.V.,1,676463886.00,989200000.00,11
201605,040143,SOFOM ENR,1,627574451.00,1236976195.00,19
201605,040143,SOFOM ER (Banco),1,309457920.00,500000000.00,1
201605,040143,SOFOM ER (Deuda),1,162638853.00,225000000.00,4
201605,040145,S.A. DE C.V.,1,0.00,10000000.00,1
201605,040145,SOFOM ENR,1,149989839.00,236358000.00,4
201605,040147,S.A. DE C.V.,1,22781719.00,144037196.00,8
201605,040147,SOFOM ENR,1,64811056.00,120000000.00,9
201605,040147,SOFOM ER (Deuda),1,31952233.00,50000000.00,1
201605,040150,SOFOM ENR,1,24136211.00,45000000.00,2
201605,040150,SOFOM ER (Deuda),1,30092260.00,30000000.00,1
201605,040152,S.A. DE C.V.,1,56488557.00,69500000.00,4
201605,040152,SOFIPO,1,37388777.00,42834000.00,3
201605,040152,SOFOM ENR,1,210792532.00,266800000.00,17
201605,040152,SOFOM ER (Banco),1,41236167.00,34172026.00,2
201605,040152,SOFOM ER (Deuda),1,20033476.00,20000000.00,1
201606,040002,OTROS,1,29402815607.00,58432792233.00,41
201606,040002,S.A. DE C.V.,1,5635261119.00,13814267422.00,25
201606,040002,SOFOM ENR,1,6092450627.00,25496311827.00,86
201606,040002,SOFOM ER (Banco),1,63190083264.00,1050000000000.00,18
201606,040002,SOFOM ER (Deuda),1,13425949837.00,53481345175.00,20
201606,040002,SOFOM ER (GF),1,137986345.00,98547019000.00,68
201606,040002,UNIÓN DE CRÉDITO,1,933270548.00,59162244237.00,259
201606,040012,ALMACENADORA,1,321371110.00,557814460.00,10
201606,040012,OTROS,1,6974058172.00,9798904624.00,157
201606,040012,OTROS,2,116668.00,116668.00,1
201606,040012,S.A. DE C.V.,1,9491099038.00,11894392715.00,218
201606,040012,S.A. DE C.V.,2,261273.00,2414557.00,2
201606,040012,SOCAP,1,1633779.00,6000000.00,1
201606,040012,SOFOM ENR,1,5944066263.00,8112995182.00,813
201606,040012,SOFOM ENR,2,336528602.00,301007267.00,9
201606,040012,SOFOM ER (Banco),1,230550349.00,237000000.00,2
201606,040012,SOFOM ER (Banco),2,0.00,7500.00,1
201606,040012,SOFOM ER (Deuda),1,6272581599.00,6857299209.00,65
201606,040012,SOFOM ER (GF),1,1188060885.00,2758946100.00,8
201606,040012,UNIÓN DE CRÉDITO,1,452138960.00,582420613.00,73
201606,040014,ALMACENADORA,1,461280.00,9963451.00,6
201606,040014,OTROS,1,5895345700.00,6785833682.00,33
201606,040014,OTROS,2,197970419.00,316144445.00,17
201606,040014,S.A. DE C.V.,1,5431102579.00,39639017248.00,53
201606,040014,SOFIPO,1,4616944.00,5000000.00,1
201606,040014,SOFOM ENR,1,21373444414.00,21057088433.00,90
201606,040014,SOFOM ER (Banco),1,45360475029.00,266762074066.00,19
201606,040014,SOFOM ER (Deuda),1,228561780.00,251589937.00,5
201606,040014,UNIÓN DE CRÉDITO,1,329967959.00,772667880.00,16
201606,040021,ALMACENADORA,1,2463117.00,2499999.00,1
201606,040021,ALMACENADORA,2,895.00,35000.00,1
201606,040021,OTROS,1,21850614.00,10047430400.00,251
201606,040021,OTROS,2,4573.00,1000000.00,1
201606,040021,S.A. DE C.V.,1,4216102851.00,7105493933.00,46
201606,040021,SOFOM ENR,1,4399275965.00,5014741419.00,18
201606,040021,SOFOM ENR,2,397138795.00,406938029.00,8
201606,040021,SOFOM ER (Deuda),1,5794245422.00,10602757286.00,139
201606,040021,UNIÓN DE CRÉDITO,1,1199709763.00,1737436912.00,151
201606,040021,UNIÓN DE CRÉDITO,2,895.00,30000.00,1
201606,040030,ALMACENADORA,1,10770657.00,12382000.00,2
201606,040030,OTROS,1,278250973.00,3221249670.00,88
201606,040030,S.A. DE C.V.,1,1125815227.00,10147406573.00,252
201606,040030,S.A. DE C.V.,2,9320024.00,200000000.00,4
201606,040030,SOCAP,1,37478229.00,810997940.00,52
201606,040030,SOFIPO,1,27473410.00,331000000.00,22
201606,040030,SOFOM ENR,1,2039270961.00,26924712590.00,1063
201606,040030,SOFOM ENR,2,945352.00,1670000.00,1
201606,040030,SOFOM ER (Banco),1,2283173293.00,372139876266.00,241
201606,040030,SOFOM ER (Deuda),1,1469776237.00,6390448277.00,49
201606,040030,SOFOM ER (GF),1,300173473.00,700000000.00,1
201606,040030,UNIÓN DE CRÉDITO,1,1241284093.00,5616595427.00,54
201606,040036,OTROS,1,804525818.00,7631083500.00,7
201606,040036,S.A. DE C.V.,1,1133037294.00,2884363631.00,43
201606,040036,SOFOM ENR,1,613279848.00,1034070027.00,22
201606,040036,SOFOM ENR,2,118850.00,433529.00,1
201606,040036,SOFOM ER (Banco),1,9350319084.00,23920581656.00,14
201606,040036,SOFOM ER (Deuda),1,3034406584.00,46231118788.00,25
201606,040036,SOFOM ER (GF),1,227238169.00,438000000.00,2
201606,040036,UNIÓN DE CRÉDITO,1,42465212.00,7723123615.00,20
201606,040037,OTROS,1,94012473.00,310000000.00,2
201606,040037,S.A. DE C.V.,1,576099667.00,739014298.00,5
201606,040037,SOFOM ENR,1,1978206600.00,2375079223.00,11
201606,040042,S.A. DE C.V.,1,92461256.00,100000000.00,1
201606,040042,SOFOM ENR,1,174151683.00,295000000.00,5
201606,040042,SOFOM ENR,2,8920691.00,13000000.00,1
201606,040042,SOFOM ER (Deuda),1,183673923.00,215000000.00,4
201606,040042,SOFOM ER (GF),1,688953537.00,1472000000.00,2
201606,040044,ALMACENADORA,1,41338496.00,65000000.00,2
201606,040044,OTROS,1,653800095.00,4062709200.00,8
201606,040044,S.A. DE C.V.,1,3783653649.00,2980000000.00,8
201606,040044,S.A. DE C.V.,2,108083244.00,1703348000.00,4
201606,040044,SOFOM ENR,1,1287742759.00,1607000000.00,26
201606,040044,SOFOM ER (Deuda),1,11537653177.00,9385000000.00,10
201606,040044,SOFOM ER (GF),1,2992016999.00,4320000000.00,3
201606,040044,UNIÓN DE CRÉDITO,1,641815538.00,1841500000.00,10
201606,040058,OTROS,1,135657256.00,151083175.00,6
201606,040058,S.A. DE C.V.,1,261315863.00,588597135.00,44
201606,040058,SOFIPO,1,29169.00,50000.00,1
201606,040058,SOFOM ENR,1,638533581.00,104473474388.00,89
201606,040058,SOFOM ER (Banco),1,4527572467.00,176147245569.00,12
201606,040058,SOFOM ER (Deuda),1,216188986.00,535000000.00,3
201606,040058,SOFOM ER (GF),1,243490741.00,620000000.00,3
201606,040058,UNIÓN DE CRÉDITO,1,50000000.00,50000000.00,2
201606,040059,OTROS,1,201571723.00,210150000.00,6
201606,040059,S.A. DE C.V.,1,793483447.00,1243237194.00,17
201606,040059,SOFIPO,1,49955487.00,115000000.00,3
201606,040059,SOFOM ENR,1,745661446.00,1747935268.00,40
201606,040059,SOFOM ER (Deuda),1,290013294.00,676000000.00,7
201606,040059,UNIÓN DE CRÉDITO,1,8011473.00,20000000.00,1
201606,040060,S.A. DE C.V.,1,15667847.00,24836132.00,5
201606,040060,SOCAP,1,180353.00,20000000.00,1
201606,040060,SOFOM ENR,1,48894600.00,118025316.00,11
201606,040060,SOFOM ER (Deuda),1,50337358.00,67000000.00,4
201606,040062,OTROS,1,22253.00,580000.00,2
201606,040062,S.A. DE C.V.,1,25009729.00,70020000.00,4
201606,040062,SOFIPO,1,16249970.00,20000000.00,1
201606,040062,SOFOM ENR,1,30388192.00,89000000.00,6
201606,040062,SOFOM ER (Deuda),1,4999960.00,10000000.00,1
201606,040072,ALMACENADORA,1,658593929.00,1044638830.00,26
201606,040072,OTROS,1,327326714.00,1105572891.00,11
201606,040072,S.A. DE C.V.,1,985169957.00,1625946986.00,68
201606,040072,SOCAP,1,58504033.00,71019466.00,119
201606,040072,SOFOM ENR,1,1069883262.00,1595502210.00,566
201606,040072,SOFOM ENR,2,348291489.00,312275829.00,23
201606,040072,SOFOM ER (Deuda),1,905366861.00,1133649187.00,35
201606,040072,SOFOM ER (GF),1,14317170625.00,20202003754.00,371
201606,040072,UNIÓN DE CRÉDITO,1,226574989.00,356664175.00,66
201606,040102,OTROS,1,20255766.00,20000000.00,1
201606,040102,S.A. DE C.V.,1,82518163.00,54000000.00,3
201606,040102,SOFIPO,1,18108059.00,10000000.00,1
201606,040102,SOFOM ENR,1,130780628.00,120000000.00,8
201606,040102,SOFOM ER (Deuda),1,70393116.00,75000000.00,2
201606,040106,OTROS,1,0.00,1472943840.00,2
201606,040108,S.A. DE C.V.,1,500653889.00,500000000.00,1
201606,040108,SOFOM ER (Deuda),1,300594212.00,300000000.00,1
201606,040112,ALMACENADORA,1,68570554.00,1082118000.00,3
201606,040112,OTROS,1,614718157.00,1123914500.00,4
201606,040112,S.A. DE C.V.,1,669589766.00,930065526.00,7
201606,040112,SOFOM ENR,1,405279746.00,925458526.00,22
201606,040112,SOFOM ER (Deuda),1,959402622.00,1429126000.00,14
201606,040112,SOFOM ER (GF),1,105630934.00,984537500.00,4
201606,040113,OTROS,1,347663654.00,620000000.00,4
201606,040113,S.A. DE C.V.,1,385040494.00,715776199.00,19
201606,040113,S.A. DE C.V.,2,7939274.00,80000000.00,1
201606,040113,SOCAP,1,52416763.00,215662287.00,21
201606,040113,SOFIPO,1,4722091.00,24994800.00,4
201606,040113,SOFOM ENR,1,1110301739.00,1571853936.00,72
201606,040113,SOFOM ENR,2,0.00,3000000.00,3
201606,040113,SOFOM ER (Deuda),1,660203001.00,1417313000.00,19
201606,040113,SOFOM ER (GF),1,1102649971.00,1549804994.00,6
201606,040113,UNIÓN DE CRÉDITO,1,337813958.00,586900000.00,17
201606,040127,OTROS,1,6224776391.00,11172940835.00,10
201606,040127,S.A. DE C.V.,1,649828961.00,697576612.00,3
201606,040127,SOFOM ENR,1,1129747558.00,1153928390.00,3
201606,040128,S.A. DE C.V.,1,10062973.00,10000000.00,1
201606,040128,SOFOM ENR,1,110813375.00,145000000.00,4
201606,040128,UNIÓN DE CRÉDITO,1,0.00,20000000.00,1
201606,040131,S.A. DE C.V.,1,50307967.00,75000000.00,4
201606,040131,SOFIPO,1,9475590.00,14706784.00,4
201606,040131,SOFOM ENR,1,300550991.00,578124934.00,23
201606,040131,SOFOM ER (Deuda),1,76954477.00,198209584.00,4
201606,040132,ALMACENADORA,1,19348365.00,120000000.00,4
201606,040132,OTROS,1,23707321.00,35000000.00,1
201606,040132,S.A. DE C.V.,1,354364510.00,1240000000.00,6
201606,040132,SOCAP,1,25904572.00,647921447.00,21
201606,040132,SOFOM ENR,1,611905131.00,10030391081.00,118
201606,040132,SOFOM ENR,2,19199457.00,77000000.00,12
201606,040132,SOFOM ER (Deuda),1,338485197.00,350000000.00,4
201606,040132,UNIÓN DE CRÉDITO,1,85730622.00,100000000.00,1
201606,040133,OTROS,1,119932781.00,312926022.00,5
201606,040133,S.A. DE C.V.,1,614408524.00,941444444.00,24
201606,040133,SOFOM ENR,1,458182095.00,498865931.00,15
201606,040133,SOFOM ENR,2,3757037.00,4363011.00,1
201606,040133,SOFOM ER (Deuda),1,351636581.00,353624000.00,4
201606,040136,OTROS,1,751689.00,3420000.00,4
201606,040136,S.A. DE C.V.,1,52626422.00,75000000.00,1
201606,040136,SOFOM ENR,1,136360006.00,369448400.00,8
201606,040136,SOFOM ER (Deuda),1,119165292.00,118500000.00,2
201606,040137,S.A. DE C.V.,1,29294019.00,30000000.00,1
201606,040137,SOFOM ENR,1,20090599.00,20000000.00,1
201606,040138,SOFIPO,1,16295133.00,20000000.00,2
201606,040138,SOFOM ENR,1,604708512.00,807255136.00,93
201606,040138,SOFOM ENR,2,23680236.00,30334800.00,1
201606,040138,SOFOM ER (Deuda),1,112621785.00,171000000.00,8
201606,040140,SOFOM ENR,1,31194996.00,34200000.00,2
201606,040143,S.A. DE C.V.,1,667974600.00,989200000.00,11
201606,040143,SOFOM ENR,1,614727188.00,1232976195.00,18
201606,040143,SOFOM ER (Banco),1,295700333.00,900000000.00,1
201606,040143,SOFOM ER (Deuda),1,59634389.00,125000000.00,3
201606,040145,SOFOM ENR,1,139658787.00,218358000.00,3
201606,040147,S.A. DE C.V.,1,22564125.00,169037196.00,9
201606,040147,SOFOM ENR,1,61239295.00,105000000.00,8
201606,040147,SOFOM ER (Deuda),1,30563016.00,50000000.00,1
201606,040150,SOFOM ENR,1,31178891.00,50000000.00,3
201606,040150,SOFOM ER (Deuda),1,30084144.00,30000000.00,1
201606,040152,S.A. DE C.V.,1,64486104.00,82531000.00,5
201606,040152,SOFIPO,1,37043527.00,42834000.00,3
201606,040152,SOFOM ENR,1,207773463.00,255000000.00,16
201606,040152,SOFOM ER (Banco),1,40658104.00,34172026.00,2
201606,040152,SOFOM ER (Deuda),1,60029253.00,60000000.00,2
201607,040002,OTROS,1,18530301840.00,38660560427.00,39
201607,040002,S.A. DE C.V.,1,5603578376.00,13814267422.00,25
201607,040002,SOFOM ENR,1,6826385372.00,27583592113.00,90
201607,040002,SOFOM ER (Banco),1,63069285829.00,983999999952.00,17
201607,040002,SOFOM ER (Deuda),1,15127391494.00,62607423801.00,22
201607,040002,SOFOM ER (GF),1,134380365.00,94013711500.00,64
201607,040002,UNIÓN DE CRÉDITO,1,982779089.00,58380021661.00,256
201607,040012,ALMACENADORA,1,323577891.00,622627385.00,12
201607,040012,OTROS,1,6744806500.00,10964294007.00,181
201607,040012,OTROS,2,0.00,116668.00,1
201607,040012,S.A. DE C.V.,1,9401289395.00,11761324734.00,216
201607,040012,S.A. DE C.V.,2,0.00,2414557.00,2
201607,040012,SOCAP,1,0.00,6000000.00,1
201607,040012,SOFOM ENR,1,6095885366.00,8701893910.00,816
201607,040012,SOFOM ENR,2,336526622.00,301007267.00,9
201607,040012,SOFOM ER (Banco),1,231718746.00,237000000.00,2
201607,040012,SOFOM ER (Banco),2,0.00,7500.00,1
201607,040012,SOFOM ER (Deuda),1,5580573507.00,7074099757.00,65
201607,040012,SOFOM ER (GF),1,1202371874.00,2582747700.00,7
201607,040012,UNIÓN DE CRÉDITO,1,504318274.00,636466499.00,74
201607,040014,ALMACENADORA,1,232893.00,8209049.00,4
201607,040014,OTROS,1,5795689627.00,6487696648.00,44
201607,040014,OTROS,2,173947261.00,350644444.00,8
201607,040014,S.A. DE C.V.,1,5709710632.00,40599517248.00,53
201607,040014,SOFIPO,1,4478519.00,5000000.00,1
201607,040014,SOFOM ENR,1,23067952588.00,34636248611.00,90
201607,040014,SOFOM ENR,2,1682074.00,2651600.00,1
201607,040014,SOFOM ER (Banco),1,45341044777.00,218894140498.00,17
201607,040014,SOFOM ER (Deuda),1,228263490.00,251589937.00,5
201607,040014,UNIÓN DE CRÉDITO,1,314041793.00,761069380.00,14
201607,040021,ALMACENADORA,1,2412151.00,2499999.00,1
201607,040021,ALMACENADORA,2,895.00,35000.00,1
201607,040021,OTROS,1,95930036.00,13340537800.00,270
201607,040021,OTROS,2,4573.00,1000000.00,1
201607,040021,S.A. DE C.V.,1,4170863812.00,6930900829.00,46
201607,040021,SOFOM ENR,1,3602009743.00,4900039244.00,17
201607,040021,SOFOM ENR,2,397138795.00,406938029.00,8
201607,040021,SOFOM ER (Deuda),1,5967256512.00,11141347781.00,145
201607,040021,UNIÓN DE CRÉDITO,1,1172743871.00,1788993870.00,146
201607,040021,UNIÓN DE CRÉDITO,2,895.00,30000.00,1
201607,040030,ALMACENADORA,1,10814828.00,12382000.00,2
201607,040030,OTROS,1,304134270.00,3783703445.00,90
201607,040030,S.A. DE C.V.,1,1073656506.00,10145906573.00,251
201607,040030,S.A. DE C.V.,2,9320024.00,200000000.00,4
201607,040030,SOCAP,1,38816957.00,780997940.00,49
201607,040030,SOFIPO,1,20337626.00,310000000.00,21
201607,040030,SOFOM ENR,1,1948954817.00,26415674925.00,1084
201607,040030,SOFOM ENR,2,945352.00,1670000.00,1
201607,040030,SOFOM ER (Banco),1,1798711227.00,298490386266.00,231
201607,040030,SOFOM ER (Deuda),1,1588913356.00,6120448277.00,51
201607,040030,SOFOM ER (GF),1,300331619.00,700000000.00,1
201607,040030,UNIÓN DE CRÉDITO,1,1215880864.00,8149095427.00,87
201607,040036,OTROS,1,845816081.00,9381083500.00,9
201607,040036,S.A. DE C.V.,1,1102192236.00,2828863631.00,42
201607,040036,SOFOM ENR,1,595821290.00,1034070027.00,22
201607,040036,SOFOM ENR,2,118850.00,433529.00,1
201607,040036,SOFOM ER (Banco),1,10775513982.00,33240602006.00,19
201607,040036,SOFOM ER (Deuda),1,3035419119.00,44231118788.00,24
201607,040036,SOFOM ER (GF),1,227302792.00,438000000.00,2
201607,040036,UNIÓN DE CRÉDITO,1,42736885.00,7723123615.00,20
201607,040037,OTROS,1,28776458.00,310000000.00,2
201607,040037,S.A. DE C.V.,1,574557477.00,739014298.00,5
201607,040037,SOFOM ENR,1,1994034195.00,2371572202.00,10
201607,040042,S.A. DE C.V.,1,89855109.00,100000000.00,1
201607,040042,SOFOM ENR,1,190378678.00,295000000.00,5
201607,040042,SOFOM ENR,2,8910125.00,13000000.00,1
201607,040042,SOFOM ER (Deuda),1,183167230.00,215000000.00,4
201607,040042,SOFOM ER (GF),1,684471900.00,1472000000.00,2
201607,040044,ALMACENADORA,1,40484235.00,65000000.00,2
201607,040044,OTROS,1,626122960.00,4197709200.00,9
201607,040044,S.A. DE C.V.,1,4126211333.00,2980000000.00,8
201607,040044,S.A. DE C.V.,2,108542384.00,1703348000.00,4
201607,040044,SOFOM ENR,1,1313105253.00,1632000000.00,28
201607,040044,SOFOM ER (Deuda),1,11472792025.00,9385000000.00,10
201607,040044,SOFOM ER (GF),1,2992827285.00,4320000000.00,3
201607,040044,UNIÓN DE CRÉDITO,1,547066338.00,1600000000.00,10
201607,040058,OTROS,1,120812803.00,126083176.00,6
201607,040058,S.A. DE C.V.,1,367932628.00,708369316.00,48
201607,040058,SOFIPO,1,20511.00,50000.00,1
201607,040058,SOFOM ENR,1,549453449.00,951488188.00,85
201607,040058,SOFOM ER (Banco),1,4551578998.00,176037245569.00,11
201607,040058,SOFOM ER (Deuda),1,15137813.00,535000000.00,3
201607,040058,SOFOM ER (GF),1,228315501.00,620000000.00,3
201607,040058,UNIÓN DE CRÉDITO,1,50290429.00,50349000.00,4
201607,040059,OTROS,1,341757205.00,440150000.00,8
201607,040059,S.A. DE C.V.,1,698206270.00,1378237194.00,19
201607,040059,SOFIPO,1,64539162.00,115000000.00,3
201607,040059,SOFOM ENR,1,729098162.00,1737935268.00,39
201607,040059,SOFOM ER (Deuda),1,272666347.00,476000000.00,6
201607,040059,UNIÓN DE CRÉDITO,1,8048930.00,20000000.00,1
201607,040060,S.A. DE C.V.,1,15332267.00,24836132.00,5
201607,040060,SOCAP,1,181523.00,20000000.00,1
201607,040060,SOFOM ENR,1,48100450.00,138025316.00,12
201607,040060,SOFOM ER (Deuda),1,49232628.00,67000000.00,4
201607,040062,OTROS,1,85591.00,580000.00,2
201607,040062,S.A. DE C.V.,1,40078643.00,80020000.00,5
201607,040062,SOFIPO,1,15833300.00,20000000.00,1
201607,040062,SOFOM ENR,1,29875284.00,108300000.00,6
201607,040062,SOFOM ER (Deuda),1,4791625.00,10000000.00,1
201607,040072,ALMACENADORA,1,636915779.00,1390613326.00,13
201607,040072,OTROS,1,327371549.00,787572891.00,11
201607,040072,S.A. DE C.V.,1,1022174690.00,1434893765.00,70
201607,040072,SOCAP,1,60769252.00,71214066.00,119
201607,040072,SOFOM ENR,1,1093700970.00,1770150147.00,549
201607,040072,SOFOM ENR,2,348190037.00,299831109.00,19
201607,040072,SOFOM ER (Deuda),1,1653676809.00,1883418029.00,37
201607,040072,SOFOM ER (GF),1,14275226224.00,17022481517.00,363
201607,040072,UNIÓN DE CRÉDITO,1,378372351.00,480170525.00,71
201607,040102,OTROS,1,20256293.00,20000000.00,1
201607,040102,S.A. DE C.V.,1,84362868.00,90999999.00,5
201607,040102,SOFIPO,1,18119104.00,10000000.00,1
201607,040102,SOFOM ENR,1,155385113.00,116145834.00,9
201607,040102,SOFOM ER (Deuda),1,69177002.00,75000000.00,2
201607,040108,OTROS,1,939857644.00,939185000.00,1
201607,040108,S.A. DE C.V.,1,500926528.00,500000000.00,1
201607,040108,SOFOM ER (Deuda),1,300611333.00,300000000.00,1
201607,040112,ALMACENADORA,1,69764384.00,738584000.00,2
201607,040112,OTROS,1,281653321.00,1923914500.00,5
201607,040112,S.A. DE C.V.,1,665287717.00,930065526.00,7
201607,040112,SOFOM ENR,1,417201142.00,900458526.00,23
201607,040112,SOFOM ER (Deuda),1,968725382.00,1557516671.00,17
201607,040112,SOFOM ER (GF),1,87679917.00,784537500.00,3
201607,040113,OTROS,1,298164762.00,620000000.00,4
201607,040113,S.A. DE C.V.,1,399859970.00,774134000.00,17
201607,040113,S.A. DE C.V.,2,6986828.00,80000000.00,1
201607,040113,SOCAP,1,48884501.00,163662287.00,18
201607,040113,SOFIPO,1,4757014.00,24994800.00,4
201607,040113,SOFOM ENR,1,1100275831.00,1605853936.00,73
201607,040113,SOFOM ER (Deuda),1,768506036.00,1478066193.00,21
201607,040113,SOFOM ER (GF),1,1177557995.00,1549804994.00,6
201607,040113,UNIÓN DE CRÉDITO,1,370910352.00,616900000.00,17
201607,040127,OTROS,1,6426573835.00,12256163968.00,10
201607,040127,S.A. DE C.V.,1,648391122.00,697576612.00,3
201607,040127,SOFOM ENR,1,1261126445.00,2181769078.00,3
201607,040128,S.A. DE C.V.,1,10066578.00,10000000.00,1
201607,040128,SOFOM ENR,1,107816912.00,145000000.00,4
201607,040131,S.A. DE C.V.,1,50655944.00,50000000.00,2
201607,040131,SOFIPO,1,9395706.00,9706784.00,3
201607,040131,SOFOM ENR,1,300304293.00,387773730.00,26
201607,040131,SOFOM ER (Deuda),1,76037375.00,198209584.00,4
201607,040132,ALMACENADORA,1,24249906.00,150000000.00,5
201607,040132,OTROS,1,22826802.00,35000000.00,1
201607,040132,S.A. DE C.V.,1,355677333.00,1340000000.00,7
201607,040132,SOCAP,1,31951002.00,667921447.00,21
201607,040132,SOFOM ENR,1,570225189.00,9141691081.00,107
201607,040132,SOFOM ENR,2,19199457.00,77000000.00,12
201607,040132,SOFOM ER (Deuda),1,389154082.00,400000000.00,5
201607,040132,UNIÓN DE CRÉDITO,1,86237074.00,100000000.00,1
201607,040133,OTROS,1,125997498.00,203829895.00,3
201607,040133,S.A. DE C.V.,1,622193657.00,886444444.00,22
201607,040133,SOFOM ENR,1,449906669.00,498865931.00,15
201607,040133,SOFOM ENR,2,3757037.00,4363011.00,1
201607,040133,SOFOM ER (Deuda),1,367032959.00,370000000.00,5
201607,040136,OTROS,1,581038.00,3420000.00,4
201607,040136,S.A. DE C.V.,1,52152306.00,75000000.00,1
201607,040136,SOFOM ENR,1,263492050.00,484948400.00,9
201607,040136,SOFOM ER (Deuda),1,119188876.00,118500000.00,2
201607,040137,OTROS,1,8031200.00,20000000.00,1
201607,040137,S.A. DE C.V.,1,29537727.00,30000000.00,1
201607,040137,SOFOM ENR,1,20016920.00,20000000.00,1
201607,040138,SOFIPO,1,15745564.00,20000000.00,2
201607,040138,SOFOM ENR,1,635603610.00,835931951.00,100
201607,040138,SOFOM ENR,2,23680236.00,30334800.00,1
201607,040138,SOFOM ER (Deuda),1,109199592.00,165000000.00,7
201607,040140,SOFOM ENR,1,30190872.00,34200000.00,2
201607,040143,S.A. DE C.V.,1,625613621.00,794200000.00,10
201607,040143,SOFOM ENR,1,607013200.00,1247976195.00,19
201607,040143,SOFOM ER (Banco),1,136324321.00,900000000.00,1
201607,040143,SOFOM ER (Deuda),1,56734005.00,125000000.00,3
201607,040145,SOFOM ENR,1,126675648.00,168358000.00,2
201607,040147,S.A. DE C.V.,1,24498024.00,194037196.00,10
201607,040147,SOFOM ENR,1,62683162.00,105000000.00,8
201607,040147,SOFOM ER (Deuda),1,30794591.00,50000000.00,1
201607,040150,SOFOM ENR,1,36005288.00,50000000.00,3
201607,040150,SOFOM ER (Deuda),1,30347643.00,30000000.00,1
201607,040152,S.A. DE C.V.,1,64276570.00,82531000.00,5
201607,040152,SOFIPO,1,37052500.00,42834000.00,3
201607,040152,SOFOM ENR,1,205796829.00,255000000.00,16
201607,040152,SOFOM ER (Banco),1,38874159.00,34172026.00,2
201607,040152,SOFOM ER (Deuda),1,60357444.00,60000000.00,2
201608,040002,OTROS,1,11131718891.00,30843771455.00,31
201608,040002,S.A. DE C.V.,1,6390884059.00,15339070781.00,25
201608,040002,SOFOM ENR,1,6661794074.00,33730427550.00,99
201608,040002,SOFOM ER (Banco),1,63599006881.00,1116000004010.00,19
201608,040002,SOFOM ER (Deuda),1,17178896985.00,62898663366.00,28
201608,040002,SOFOM ER (GF),1,126776633.00,94013711500.00,64
201608,040002,UNIÓN DE CRÉDITO,1,1023025644.00,61016108721.00,266
201608,040012,ALMACENADORA,1,322965957.00,624986560.00,12
201608,040012,OTROS,1,6627603388.00,11366026884.00,186
201608,040012,OTROS,2,0.00,116668.00,1
201608,040012,S.A. DE C.V.,1,9347816321.00,11875191820.00,213
201608,040012,S.A. DE C.V.,2,0.00,2414557.00,2
201608,040012,SOCAP,1,0.00,6000000.00,1
201608,040012,SOFOM ENR,1,5524922070.00,8274312254.00,774
201608,040012,SOFOM ENR,2,336526810.00,301007455.00,10
201608,040012,SOFOM ER (Banco),1,214517455.00,337000000.00,3
201608,040012,SOFOM ER (Banco),2,0.00,7500.00,1
201608,040012,SOFOM ER (Deuda),1,5895117221.00,7544666734.00,68
201608,040012,SOFOM ER (GF),1,1368542690.00,2569961700.00,8
201608,040012,UNIÓN DE CRÉDITO,1,447423511.00,639866501.00,74
201608,040014,ALMACENADORA,1,12893.00,7907090.00,3
201608,040014,OTROS,1,5674256099.00,6327078428.00,36
201608,040014,OTROS,2,103032187.00,282646658.00,5
201608,040014,S.A. DE C.V.,1,5680844776.00,40909022248.00,54
201608,040014,SOFIPO,1,4338565.00,5000000.00,1
201608,040014,SOFOM ENR,1,22691319784.00,34171918611.00,89
201608,040014,SOFOM ENR,2,1682074.00,2651600.00,1
201608,040014,SOFOM ER (Banco),1,45264460884.00,94262772946.00,14
201608,040014,SOFOM ER (Deuda),1,225534626.00,251589937.00,5
201608,040014,UNIÓN DE CRÉDITO,1,413017410.00,1506899980.00,12
